book_name,author(s),publisher,language,#pages,best_seller_rank,customer_reviews,total_ratings,url,paperback_price($)
The Machine Learning Solutions Architect Handbook: Create machine learning platforms to run solutions in an enterprise setting,David Ping,Packt Publishing,,442,671263,['4.6'],['42'],https://www.amazon.com/Machine-Learning-Solutions-Architect-Handbook/dp/1801072167/ref=sr_1_237?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788711&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-237,54.99
Making with Data: Physical Design and Craft in a Data-Driven World (AK Peters Visualization Series),"Till Nagel,Samuel Huron,,",A K Peters/CRC Press,,392,632546,['5.0'],['0'],https://www.amazon.com/Making-Data-Physical-Data-Driven-Visualization/dp/1032182229/ref=sr_1_238?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788711&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-238,52.13
"Apply Data Science: Introduction, Applications and Projects",Thomas Barton,Springer Vieweg,,245,Null,['0'],['0'],https://www.amazon.com/Apply-Data-Science-Introduction-Applications/dp/3658387971/ref=sr_1_239?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788711&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-239,54.80
Practical Data Analysis Using Jupyter Notebook: Learn how to speak the language of data by extracting useful and actionable insights using Python,Marc Wintjen,Packt Publishing,,322,693652,['4.0'],['34'],https://www.amazon.com/Practical-Analysis-Using-Jupyter-Notebook/dp/1838826033/ref=sr_1_240?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788711&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-240,34.99
SAS Interview Questions You'll Most Likely Be Asked (Job Interview Questions Series),Vibrant Publishers,Vibrant Publishers,,504,2888896,['4.4'],['8'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NzI0MDE5Mjk4ODEyMzY5OjE2ODc3ODg3MTE6c3BfYnRmOjIwMDAyNzYyMDY1Njk5ODo6MDo6&url=%2FInterview-Questions-Youll-Likely-Asked%2Fdp%2F194939512X%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687788711%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,39.86
ORACLE PL/SQL Interview Questions You'll Most Likely Be Asked (Job Interview Questions Series),Vibrant Publishers,Vibrant Publishers,,224,2937053,['3.4'],['34'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NzI0MDE5Mjk4ODEyMzY5OjE2ODc3ODg3MTE6c3BfYnRmOjIwMDA1Nzk1MDI5MTY1MTo6MDo6&url=%2FORACLE-Interview-Questions-Youll-Likely%2Fdp%2F1946383112%2Fref%3Dsr_1_242_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687788711%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-242-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,34.99
Product Management for UX People: From Designing to Thriving in a Product World,Christian Crumlish,Rosenfeld Media,,240,362073,['4.7'],['38'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NzI0MDE5Mjk4ODEyMzY5OjE2ODc3ODg3MTE6c3BfYnRmOjIwMDA4NjQ0MzA1MTU5ODo6MDo6&url=%2FProduct-Management-UX-People-Designing%2Fdp%2F1933820713%2Fref%3Dsr_1_243_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687788711%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-243-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,49.99
Everyday Adventures with Unruly Data,Melanie Feinberg,The MIT Press,,336,811869,['5.0'],['0'],https://www.amazon.com/Everyday-Adventures-Unruly-Melanie-Feinberg/dp/0262544407/ref=sr_1_241?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-241,35.00
The Machine Learning Solutions Architect Handbook: Create machine learning platforms to run solutions in an enterprise setting,David Ping,Packt Publishing,,442,671263,['4.6'],['42'],https://www.amazon.com/Machine-Learning-Solutions-Architect-Handbook/dp/1801072167/ref=sr_1_242?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-242,54.99
Making with Data: Physical Design and Craft in a Data-Driven World (AK Peters Visualization Series),"Till Nagel,Samuel Huron,,",A K Peters/CRC Press,,392,632546,['5.0'],['0'],https://www.amazon.com/Making-Data-Physical-Data-Driven-Visualization/dp/1032182229/ref=sr_1_243?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-243,52.13
"Apply Data Science: Introduction, Applications and Projects",Thomas Barton,Springer Vieweg,,245,Null,['0'],['0'],https://www.amazon.com/Apply-Data-Science-Introduction-Applications/dp/3658387971/ref=sr_1_244?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-244,54.80
Practical Data Analysis Using Jupyter Notebook: Learn how to speak the language of data by extracting useful and actionable insights using Python,Marc Wintjen,Packt Publishing,,322,693652,['4.0'],['34'],https://www.amazon.com/Practical-Analysis-Using-Jupyter-Notebook/dp/1838826033/ref=sr_1_245?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-245,34.99
Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data,Nathan George,Packt Publishing,,620,733997,['4.7'],['25'],https://www.amazon.com/Practical-Data-Science-Python-hands/dp/1801071977/ref=sr_1_246?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-246,51.99
Data Reduction and Error Analysis for the Physical Sciences,Philip R. Bevington,McGraw-Hill Education,,336,651239,['4.4'],['46'],https://www.amazon.com/Reduction-Error-Analysis-Physical-Sciences/dp/0072472278/ref=sr_1_247?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-247,3806.19
"R Bioinformatics Cookbook: Use R and Bioconductor to perform RNAseq, genomics, data visualization, and bioinformatic analysis",Dan MacLean,Packt Publishing,,316,743110,['4.0'],['28'],https://www.amazon.com/Bioinformatics-Cookbook-Bioconductor-visualization-bioinformatic/dp/1789950694/ref=sr_1_248?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-248,46.99
Applied Data Science Using PySpark: Learn the End-to-End Predictive Model-Building Cycle,Ramcharan Kakarla,Apress,,436,720458,['4.4'],['24'],https://www.amazon.com/Applied-Data-Science-Using-PySpark/dp/1484264991/ref=sr_1_249?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-249,22.19
Machine Learning Bookcamp: Build a portfolio of real-life projects,Alexey Grigorev,Manning,,472,745812,['4.4'],['19'],https://www.amazon.com/Machine-Learning-Bookcamp-portfolio-real-life/dp/1617296813/ref=sr_1_250?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-250,39.99
Measuring Data Quality for Ongoing Improvement: A Data Quality Assessment Framework (The Morgan Kaufmann Series on Business Intelligence),Laura Sebastian-Coleman,Morgan Kaufmann,,376,745370,['4.1'],['35'],https://www.amazon.com/Measuring-Data-Quality-Ongoing-Improvement/dp/0123970334/ref=sr_1_251?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-251,49.94
Expert Data Modeling with Power BI: Get the best out of Power BI by building optimized data models for reporting and business needs,Soheil Bakhshi,Packt Publishing,,612,669012,['4.8'],['56'],https://www.amazon.com/Expert-Data-Modeling-Power-optimized/dp/1800205694/ref=sr_1_252?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-252,66.15
"Learn Amazon SageMaker: A guide to building, training, and deploying machine learning models for developers and data scientists, 2nd Edition",Julien Simon,Packt Publishing,,554,802674,['4.3'],['19'],https://www.amazon.com/Learn-Amazon-SageMaker-developers-scientists/dp/1801817952/ref=sr_1_253?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-253,46.99
Detecting Regime Change in Computational Finance,Jun Chen,Chapman and Hall/CRC,,164,630065,['4.4'],['3'],https://www.amazon.com/Detecting-Regime-Change-Computational-Finance/dp/0367540959/ref=sr_1_254?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-254,59.95
Statistical Inference via Data Science: A ModernDive into R and the Tidyverse: A ModernDive into R and the Tidyverse (Chapman & Hall/CRC The R Series),"Chester Ismay,Albert Y. Kim",Chapman and Hall/CRC,,430,809664,['4.5'],['32'],https://www.amazon.com/Statistical-Inference-via-Data-Science/dp/0367409828/ref=sr_1_255?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-255,69.58
Big Data Analytics with Spark: A Practitioner's Guide to Using Spark for Large Scale Data Analysis,Mohammed Guller,Self Publication,,Null,782552,['4.0'],['17'],https://www.amazon.com/Big-Data-Analytics-Spark-Practitioners/dp/1484209656/ref=sr_1_256?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-256,59.99
Living in Data: A Citizen's Guide to a Better Information Future,Jer Thorp,Picador,,320,746179,['4.4'],['80'],https://www.amazon.com/Living-Data-Citizens-Better-Information/dp/1250849152/ref=sr_1_257?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-257,12.80
Python Data Cleaning Cookbook: Modern techniques and Python tools to detect and remove dirty data and extract key insights,Michael Walker,Packt Publishing,,436,749815,['4.6'],['73'],https://www.amazon.com/Python-Data-Cleaning-Cookbook-techniques/dp/1800565666/ref=sr_1_258?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-258,37.21
Driving Digital Transformation through Data and AI: A Practical Guide to Delivering Data Science and Machine Learning Products,Alexander Borek,Kogan Page,,264,851279,['4.8'],['8'],https://www.amazon.com/Driving-Digital-Transformation-through-Data/dp/1789665396/ref=sr_1_259?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-259,36.81
Data Analysis with Python and PySpark,Jonathan Rioux,Manning,,456,826050,['4.3'],['14'],https://www.amazon.com/Analysis-Python-PySpark-Jonathan-Rioux/dp/1617297208/ref=sr_1_260?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-260,48.49
"Data Science From Scratch: The #1 Data Science Guide For Everything A Data Scientist Needs To Know: Python, Linear Algebra, Statistics, Coding, Applications, Neural Networks, And Decision Trees",Steven Cooper,Data Science,,220,640534,['3.8'],['42'],https://www.amazon.com/Data-Science-Scratch-Everything-Applications/dp/3903331163/ref=sr_1_261?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-261,19.99
Data Action: Using Data for Public Good,Sarah Williams,The MIT Press,,312,838101,['4.7'],['41'],https://www.amazon.com/Data-Action-Using-Public-Good/dp/0262545314/ref=sr_1_262?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-262,28.15
"DAX Cookbook: Over 120 recipes to enhance your business with analytics, reporting, and business intelligence",Greg Deckler,Packt Publishing,,552,738784,['4.1'],['47'],https://www.amazon.com/DAX-Cookbook-analytics-reporting-intelligence/dp/1839217073/ref=sr_1_263?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-263,44.99
"No Bullshit Math for Data Science: Your Comprehensive, Short and Sharp Guide to the Mathematics of Data Science",Amir Kiani,Self Publication,,Null,812926,['5.0'],['3'],https://www.amazon.com/Bullshit-Math-Data-Science-Comprehensive/dp/B0C47K45WH/ref=sr_1_264?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687788887&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-264,28.98
Business Intelligence Guidebook: From Data Integration to Analytics,Rick Sherman,Morgan Kaufmann,,550,426900,['4.4'],['101'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDQ4OTE2OTk3MzA4NjoxNjg3Nzg4ODg3OnNwX2J0ZjoyMDAwODQ5NDE4MDQzMjE6OjA6Og&url=%2FBusiness-Intelligence-Guidebook-Integration-Analytics%2Fdp%2F012411461X%2Fref%3Dsr_1_265_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687788887%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-265-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,54.95
"Deep Learning with PyTorch: Build, train, and tune neural networks using Python tools",Eli Stevens,Manning,,520,84788,['4.4'],['97'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDQ4OTE2OTk3MzA4NjoxNjg3Nzg4ODg3OnNwX2J0ZjoyMDAxNTM3MjQxNjUzOTg6OjA6Og&url=%2FDeep-Learning-PyTorch-Eli-Stevens%2Fdp%2F1617295264%2Fref%3Dsr_1_266_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687788887%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-266-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,47.49
"Practitioner’s Guide to Data Science: Streamlining Data Science Solutions using Python, Scikit-Learn, and Azure ML Service Platform (English Edition)",Nasir Ali Mirza,BPB Publications,,242,4953781,['4.5'],['4'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDQ4OTE2OTk3MzA4NjoxNjg3Nzg4ODg3OnNwX2J0ZjoyMDAwMzUwNjk1NzM3OTg6OjA6Og&url=%2FPractitioners-Guide-Data-Science-Streamlining%2Fdp%2F9391392873%2Fref%3Dsr_1_267_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687788887%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-267-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,29.95
Living in Data: A Citizen's Guide to a Better Information Future,Jer Thorp,Picador,,320,746179,['4.4'],['80'],https://www.amazon.com/Living-Data-Citizens-Better-Information/dp/1250849152/ref=sr_1_265?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-265,12.80
Python Data Cleaning Cookbook: Modern techniques and Python tools to detect and remove dirty data and extract key insights,Michael Walker,Packt Publishing,,436,749815,['4.6'],['73'],https://www.amazon.com/Python-Data-Cleaning-Cookbook-techniques/dp/1800565666/ref=sr_1_266?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-266,37.21
Driving Digital Transformation through Data and AI: A Practical Guide to Delivering Data Science and Machine Learning Products,Alexander Borek,Kogan Page,,264,851279,['4.8'],['8'],https://www.amazon.com/Driving-Digital-Transformation-through-Data/dp/1789665396/ref=sr_1_267?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-267,36.81
Data Analysis with Python and PySpark,Jonathan Rioux,Manning,,456,826050,['4.3'],['14'],https://www.amazon.com/Analysis-Python-PySpark-Jonathan-Rioux/dp/1617297208/ref=sr_1_268?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-268,48.49
"Data Science From Scratch: The #1 Data Science Guide For Everything A Data Scientist Needs To Know: Python, Linear Algebra, Statistics, Coding, Applications, Neural Networks, And Decision Trees",Steven Cooper,Data Science,,220,640534,['3.8'],['42'],https://www.amazon.com/Data-Science-Scratch-Everything-Applications/dp/3903331163/ref=sr_1_269?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-269,19.99
Machine Learning Bookcamp: Build a portfolio of real-life projects,Alexey Grigorev,Manning,,472,745812,['4.4'],['19'],https://www.amazon.com/Machine-Learning-Bookcamp-portfolio-real-life/dp/1617296813/ref=sr_1_270?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-270,39.99
Data Action: Using Data for Public Good,Sarah Williams,The MIT Press,,312,838101,['4.7'],['41'],https://www.amazon.com/Data-Action-Using-Public-Good/dp/0262545314/ref=sr_1_271?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-271,28.15
"DAX Cookbook: Over 120 recipes to enhance your business with analytics, reporting, and business intelligence",Greg Deckler,Packt Publishing,,552,738784,['4.1'],['47'],https://www.amazon.com/DAX-Cookbook-analytics-reporting-intelligence/dp/1839217073/ref=sr_1_272?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-272,44.99
"No Bullshit Math for Data Science: Your Comprehensive, Short and Sharp Guide to the Mathematics of Data Science",Amir Kiani,Self Publication,,Null,812926,['5.0'],['3'],https://www.amazon.com/Bullshit-Math-Data-Science-Comprehensive/dp/B0C47K45WH/ref=sr_1_273?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-273,28.98
Machine Learning and Security: Protecting Systems with Data and Algorithms,"Clarence Chio,David Freeman (Author)",O'Reilly Media,,383,739449,['4.4'],['47'],https://www.amazon.com/Machine-Learning-Security-Protecting-Algorithms/dp/1491979909/ref=sr_1_274?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-274,47.99
The Statistical Analysis of Experimental Data (Dover Books on Mathematics),John Mandel,Dover Publications,,432,836750,['4.4'],['61'],https://www.amazon.com/Statistical-Analysis-Experimental-Dover-Mathematics/dp/0486646661/ref=sr_1_275?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-275,12.49
Julia as a Second Language: General purpose programming with a taste of data science,Erik Engheim,Manning,,400,982456,['4.8'],['11'],https://www.amazon.com/Julia-Second-Language-Erik-Engheim/dp/1617299715/ref=sr_1_276?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-276,46.05
Data Science for Beginners: An Introduction to the Fundamentals of Data Analysis and Machine Learning,Brian Murray,Self Publication,,Null,972504,['4.9'],['56'],https://www.amazon.com/Data-Science-Beginners-Introduction-Fundamentals/dp/B0BZFP483T/ref=sr_1_277?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-277,14.95
Data Science: Concepts and Practice,Vijay Kotu,Morgan Kaufmann,,568,864965,['4.7'],['13'],https://www.amazon.com/Predictive-Analytics-Data-Mining-Concepts/dp/012814761X/ref=sr_1_278?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-278,69.94
"Data Science Projects with Python: A case study approach to gaining valuable insights from real data with machine learning, 2nd Edition",Stephen Klosterman,Packt Publishing,,432,771497,['4.5'],['60'],https://www.amazon.com/Data-Science-Projects-Python-approach/dp/1800564481/ref=sr_1_279?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-279,36.99
Quantum Machine Learning and Optimisation in Finance: On the Road to Quantum Advantage,"Antoine Jacquier,Oleksiy Kondratyev",Packt Publishing,,442,789642,['4.3'],['29'],https://www.amazon.com/Quantum-Machine-Learning-Optimisation-Finance/dp/1801813574/ref=sr_1_280?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-280,49.99
Power Query Cookbook: Use effective and powerful queries in Power BI Desktop and Dataflows to prepare and transform your data,Andrea Janicijevic,Packt Publishing,,412,736105,['3.9'],['30'],https://www.amazon.com/Power-Query-Cookbook-effective-Dataflows/dp/1800569483/ref=sr_1_281?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-281,46.99
Practical Data Science with Hadoop and Spark: Designing and Building Effective Analytics at Scale (Addison-Wesley Data & Analytics),Ofer Mendelevitch,Addison-Wesley Professional,,256,773576,['4.6'],['16'],https://www.amazon.com/Practical-Data-Science-Hadoop-Spark/dp/0134024141/ref=sr_1_282?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-282,43.99
Data-Driven SEO with Python: Solve SEO Challenges with Data Science Using Python,Andreas Voniatis,Apress,,606,981964,['3.0'],['2'],https://www.amazon.com/Data-Driven-SEO-Python-Challenges-Science/dp/1484291743/ref=sr_1_283?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-283,32.76
The Data Literacy Cookbook (The Acrl Cookbooks),,Assoc of College & Research Libraries,,264,Null,['0'],['0'],https://www.amazon.com/Data-Literacy-Cookbook-Acrl-Cookbooks/dp/0838939252/ref=sr_1_284?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-284,82.00
Azure Data Factory Cookbook: Build and manage ETL and ELT pipelines with Microsoft Azure's serverless data integration service,"Dmitry Anoshin,Dmitry Foshin",Packt Publishing,,382,872580,['4.0'],['43'],https://www.amazon.com/Azure-Data-Factory-Cookbook-integration/dp/1800565291/ref=sr_1_285?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-285,46.99
Applied Survey Data Analysis (Chapman & Hall/CRC Statistics in the Social and Behavioral Sciences),"Steven G. Heeringa,Brady T. West,Patricia A. Berglund (Author)",Routledge,,592,Null,['4.7'],['26'],https://www.amazon.com/Applied-Analysis-Chapman-Statistics-Behavioral/dp/036773611X/ref=sr_1_286?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-286,54.75
Human-Centered Data Science: An Introduction,"Gina Neff,Cecilia Aragon",The MIT Press,,200,733273,['5.0'],['5'],https://www.amazon.com/Human-Centered-Data-Science-Cecilia-Aragon/dp/0262543214/ref=sr_1_287?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-287,31.11
