book_name,author(s),publisher,language,#pages,best_seller_rank,customer_reviews,total_ratings,url,paperback_price($)
Analysis of Observed Chaotic Data (Institute for Nonlinear Science),H. D. I. Abarbanel,Self Publication,,Null,725597,['5.0'],['2'],https://www.amazon.com/Analysis-Observed-Chaotic-Institute-Nonlinear/dp/0387983724/ref=sr_1_288?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789097&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-288,69.99
"Spring in Action, Sixth Edition",Craig Walls,Manning,,520,372462,['4.3'],['55'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MTAxMzY4MDgxNDM5MDUxOjE2ODc3ODkwOTc6c3BfYnRmOjIwMDE1Mzc3MDU1Mzk5ODo6MDo6&url=%2FSpring-Action-Sixth-Craig-Walls%2Fdp%2F1617297577%2Fref%3Dsr_1_289_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687789097%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,49.49
Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,Wiley,,288,3609,['4.6'],"['4,157']",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MTAxMzY4MDgxNDM5MDUxOjE2ODc3ODkwOTc6c3BfYnRmOjIwMDA4NjkwNDk0NTE5ODo6MDo6&url=%2FStorytelling-Data-Visualization-Business-Professionals%2Fdp%2F1119002257%2Fref%3Dsr_1_290_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687789097%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,35.17
Julia for Data Analysis,Bogumil Kaminski,Manning,,472,586079,['4.3'],['9'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MTAxMzY4MDgxNDM5MDUxOjE2ODc3ODkwOTc6c3BfYnRmOjIwMDE1MzczMDExMTQ5ODo6MDo6&url=%2FJulia-Data-Analysis-Bogumil-Kaminski%2Fdp%2F1633439364%2Fref%3Dsr_1_291_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687789097%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-291-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,59.99
"Data Science For Dummies, 2nd Edition",Lillian Pierson,Self Publication,,Null,Null,['4.4'],['221'],https://www.amazon.com/Data-Science-Dummies-2nd-Computers/dp/1119327636/ref=sr_1_289?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-289,11.63
Modern Data Protection: Ensuring Recoverability of All Modern Workloads,W. Curtis Preston,O'Reilly Media,,384,781157,['4.7'],['11'],https://www.amazon.com/Modern-Data-Protection-Recoverability-Workloads/dp/1492094056/ref=sr_1_290?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-290,30.58
Learning PySpark,"Tomasz Drabas,Denny Lee (Author)",Packt Publishing,,274,781733,['4.1'],['34'],https://www.amazon.com/Learning-PySpark-Tomasz-Drabas/dp/1786463709/ref=sr_1_291?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-291,48.99
"Practicing Trustworthy Machine Learning: Consistent, Transparent, and Fair AI Pipelines","Matthew Mcateer,Yada Pruksachatkun,",O'Reilly Media,,300,827074,['5.0'],['6'],https://www.amazon.com/Practicing-Trustworthy-Machine-Learning-Transparent/dp/1098120272/ref=sr_1_292?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-292,51.99
Understanding Compression: Data Compression for Modern Developers,"Colt McAnlis,Aleks Haecky (Author)",O'Reilly Media,,242,848511,['4.6'],['29'],https://www.amazon.com/Understanding-Compression-Data-Modern-Developers/dp/1491961538/ref=sr_1_293?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-293,21.99
"Data Structures and Algorithm Analysis in C++, Third Edition (Dover Books on Computer Science)",Clifford A. Shaffer,Dover Publications,,624,897440,['4.3'],['42'],https://www.amazon.com/Structures-Algorithm-Analysis-Computer-Science/dp/048648582X/ref=sr_1_294?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-294,28.80
Kubeflow for Machine Learning: From Lab to Production,"Ilan Filonenko,Trevor Grant,",O'Reilly Media,,261,745718,['4.1'],['46'],https://www.amazon.com/Kubeflow-Machine-Learning-Lab-Production/dp/1492050121/ref=sr_1_295?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-295,31.64
"The ABCs of Data Science: By Real Data Scientists, For Future Data Scientists (Very Young Professionals)",Varun Bhartia,Very Young Professionals,,31,Null,['4.7'],['26'],https://www.amazon.com/ABCs-Data-Science-Scientists-Professionals/dp/1734276304/ref=sr_1_296?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-296,14.99
"R Cookbook: Proven Recipes for Data Analysis, Statistics, and Graphics (O'reilly Cookbooks)",Paul Teetor,O'Reilly Media,,438,796521,['4.6'],['213'],https://www.amazon.com/Cookbook-Analysis-Statistics-Graphics-Cookbooks/dp/0596809158/ref=sr_1_297?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-297,37.50
Practical Synthetic Data Generation: Balancing Privacy and the Broad Availability of Data,"Khaled El Emam,Khaled El Emam",O'Reilly Media,,163,901386,['3.8'],['18'],https://www.amazon.com/Practical-Synthetic-Data-Generation-Availability/dp/1492072745/ref=sr_1_298?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-298,30.91
Machine Learning For Dummies,"John Paul Mueller,Luca Massaron",For Dummies,,432,778077,['4.3'],['490'],https://www.amazon.com/Machine-Learning-Dummies-John-Mueller/dp/1119245516/ref=sr_1_299?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-299,2.80
"Cleaning Data for Effective Data Science: Doing the other 80% of the work with Python, R, and command-line tools",David Mertz,Packt Publishing,,498,850038,['4.8'],['29'],https://www.amazon.com/Cleaning-Data-Effective-Science-command-line/dp/1801071292/ref=sr_1_300?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-300,39.99
"Data Governance: How to Design, Deploy and Sustain an Effective Data Governance Program (The Morgan Kaufmann Series on Business Intelligence)",John Ladley,Morgan Kaufmann,,264,814773,['4.3'],['105'],https://www.amazon.com/Data-Governance-Effective-Kaufmann-Intelligence/dp/0124158293/ref=sr_1_301?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-301,49.95
Hands-On Data Science for Marketing: Improve your marketing strategies with machine learning using Python and R,Yoon Hyup Hwang,Packt Publishing,,464,844860,['4.2'],['74'],https://www.amazon.com/Hands-Data-Science-Marketing-strategies/dp/1789346347/ref=sr_1_302?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-302,46.99
Streaming Data Mesh: A Model for Optimizing Real-Time Data Services,Hubert Dulay,O'Reilly Media,,223,Null,['0'],['0'],https://www.amazon.com/Streaming-Data-Mesh-Optimizing-Real-Time/dp/1098130723/ref=sr_1_303?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-303,59.99
Data Structures and Algorithms with Python (Undergraduate Topics in Computer Science),"Steve Hubbard,Kent D. Lee",Springer,,378,947039,['4.5'],['34'],https://www.amazon.com/Structures-Algorithms-Undergraduate-Computer-Science/dp/3319130714/ref=sr_1_304?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-304,54.67
Data Analytics for Business,Ira J. Haimowitz,Routledge,,178,834784,['4.5'],['6'],https://www.amazon.com/Data-Analytics-Business-Ira-Haimowitz/dp/0367281481/ref=sr_1_305?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-305,49.95
Numsense! Data Science for the Layman: No Math Added,"Annalyn Ng,Kenneth Soo",Annalyn Ng & Kenneth Soo,,145,841517,['4.5'],['663'],https://www.amazon.com/Numsense-Data-Science-Layman-Added/dp/9811110689/ref=sr_1_306?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-306,28.99
Deep Learning Architectures: A Mathematical Approach (Springer Series in the Data Sciences),Ovidiu Calin,Springer,,790,1030972,['4.4'],['19'],https://www.amazon.com/Deep-Learning-Architectures-Mathematical-Approach/dp/3030367231/ref=sr_1_307?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-307,48.89
Advanced Algorithms and Data Structures,Marcello La Rocca,Manning,,768,848756,['4.2'],['22'],https://www.amazon.com/Advanced-Algorithms-Structures-Marcello-Rocca/dp/1617295485/ref=sr_1_308?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-308,47.60
Data Analysis in Sports Science,Gabriel J. Sanders PhD,Independently published,,130,853698,['4.8'],['8'],https://www.amazon.com/Analysis-Sports-Science-Gabriel-Sanders/dp/1718077580/ref=sr_1_309?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-309,59.99
Data Analysis: A Bayesian Tutorial,"D. S. Sivia,John Skilling,",Oxford University Press,,246,877723,['4.6'],['73'],https://www.amazon.com/Data-Analysis-Bayesian-Devinderjit-Sivia/dp/0198568320/ref=sr_1_310?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-310,53.00
"Data Mining Techniques: For Marketing, Sales, and Customer Relationship Management","Michael J. A. Berry,Gordon Linoff",Wiley,,888,899760,['4.4'],['105'],https://www.amazon.com/Data-Mining-Techniques-Relationship-Management/dp/0470650931/ref=sr_1_311?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-311,50.00
Python for Finance Cookbook: Over 50 recipes for applying modern Python libraries to financial data analysis,Eryk Lewinson,Packt Publishing,,432,899934,['4.2'],['39'],https://www.amazon.com/Python-Finance-Cookbook-libraries-financial/dp/1789618517/ref=sr_1_312?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789299&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-312,41.99
Code like a Pro in C#,Jort Rodenburg,Manning,,416,1423389,['4.2'],['7'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1Mzc5OTE1MDE2NDgxNDY6MTY4Nzc4OTI5OTpzcF9idGY6MjAwMTU0MzYyNTcxNjk4OjowOjo&url=%2FCode-like-Pro-Jort-Rodenburg%2Fdp%2F1617298026%2Fref%3Dsr_1_313_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687789299%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-313-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,59.99
Graph Databases in Action,"Dave Bechberger,Josh Perryman",Manning,,366,1200793,['4.3'],['9'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1Mzc5OTE1MDE2NDgxNDY6MTY4Nzc4OTI5OTpzcF9idGY6MjAwMTUzNjcyNDE5MDk4OjowOjo&url=%2FGraph-Databases-Action-Dave-Bechberger%2Fdp%2F1617296376%2Fref%3Dsr_1_314_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687789299%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-314-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,49.99
How to Lead in Data Science,"Jike Chong,Yue Cathy Chang",Manning,,512,658042,['4.5'],['34'],https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1Mzc5OTE1MDE2NDgxNDY6MTY4Nzc4OTI5OTpzcF9idGY6MjAwMTUzNzY1NjIyMjk4OjowOjo&url=%2FLead-Data-Science-Jike-Chong%2Fdp%2F1617298891%2Fref%3Dsr_1_315_sspa%3Fcrid%3D2YD904R136ZW3%26keywords%3Ddata%2Bscience%2Bbooks%26qid%3D1687789299%26refinements%3Dp_n_feature_browse-bin%253A2656022011%26rnid%3D618072011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C421%26sr%3D1-315-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,47.99
Deep Learning Architectures: A Mathematical Approach (Springer Series in the Data Sciences),Ovidiu Calin,Springer,,790,1030972,['4.4'],['19'],https://www.amazon.com/Deep-Learning-Architectures-Mathematical-Approach/dp/3030367231/ref=sr_1_313?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789497&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-313,48.89
Advanced Algorithms and Data Structures,Marcello La Rocca,Manning,,768,848756,['4.2'],['22'],https://www.amazon.com/Advanced-Algorithms-Structures-Marcello-Rocca/dp/1617295485/ref=sr_1_314?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789497&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-314,47.60
Data Analysis in Sports Science,Gabriel J. Sanders PhD,Independently published,,130,853698,['4.8'],['8'],https://www.amazon.com/Analysis-Sports-Science-Gabriel-Sanders/dp/1718077580/ref=sr_1_315?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789497&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-315,59.99
Data Analysis: A Bayesian Tutorial,"D. S. Sivia,John Skilling,",Oxford University Press,,246,877723,['4.6'],['73'],https://www.amazon.com/Data-Analysis-Bayesian-Devinderjit-Sivia/dp/0198568320/ref=sr_1_316?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789497&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-316,53.00
"Data Mining Techniques: For Marketing, Sales, and Customer Relationship Management","Michael J. A. Berry,Gordon Linoff",Wiley,,888,899760,['4.4'],['105'],https://www.amazon.com/Data-Mining-Techniques-Relationship-Management/dp/0470650931/ref=sr_1_317?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789497&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-317,50.00
Python for Finance Cookbook: Over 50 recipes for applying modern Python libraries to financial data analysis,Eryk Lewinson,Packt Publishing,,432,899934,['4.2'],['39'],https://www.amazon.com/Python-Finance-Cookbook-libraries-financial/dp/1789618517/ref=sr_1_318?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789497&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-318,41.99
Advanced Analytics with PySpark: Patterns for Learning from Data at Scale Using Python and Spark,Akash Tandon,O'Reilly Media,,233,212342,['3.8'],['5'],https://www.amazon.com/Advanced-Analytics-PySpark-Patterns-Learning/dp/1098103653/ref=sr_1_319?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789497&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-319,38.33
"Data Structures, Algorithms, and Software Principles in C",Thomas A. Standish,Pearson,,768,964807,['4.2'],['44'],https://www.amazon.com/Data-Structures-Algorithms-Software-Principles/dp/0201591189/ref=sr_1_320?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789497&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-320,159.99
R for Political Data Science (Chapman & Hall/CRC The R Series),"Francisco Urdinez,Andres Cruz (Author)",Chapman and Hall/CRC,,460,966082,['5.0'],['7'],https://www.amazon.com/Political-Data-Science-Chapman-Hall/dp/0367818833/ref=sr_1_321?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789497&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-321,46.50
Essential Statistics for Non-STEM Data Analysts: Get to grips with the statistics and math knowledge needed to enter the world of data science with Python,Rongpeng Li,Packt Publishing,,392,852294,['4.2'],['19'],https://www.amazon.com/Essential-Statistics-Non-STEM-Data-Analysts/dp/1838984844/ref=sr_1_322?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789497&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-322,41.99
Applied Functional Data Analysis: Methods and Case Studies (Springer Series in Statistics),J. O. Ramsay,Springer,,203,912736,['5.0'],['3'],https://www.amazon.com/Applied-Functional-Data-Analysis-Statistics/dp/0387954147/ref=sr_1_323?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789497&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-323,210.49
Data Wrangling with Python: Creating actionable data from raw sources,"Dr. Tirthajyoti Sarkar,Shubhadeep Roychowdhury",Packt Publishing,,452,1036491,['4.5'],['30'],https://www.amazon.com/Data-Wrangling-Python-Creating-actionable/dp/1789800110/ref=sr_1_324?crid=2YD904R136ZW3&keywords=data+science+books&qid=1687789497&refinements=p_n_feature_browse-bin%3A2656022011&rnid=618072011&s=books&sprefix=data+science+books%2Caps%2C421&sr=1-324,41.99
